Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Travel_Rarely,970,Research & Development,2,3,Medical,1,833,1,Female,53,2,2,Manufacturing Director,4,Single,8046,20740,5,Y,Yes,17,3,1,80,0,13,4,2,1,0,1,1
46,Travel_Rarely,277,Research & Development,2,3,Life Sciences,1,834,2,Female,105,1,1,Research Scientist,1,Single,2661,6768,1,Y,No,17,4,4,80,0,2,0,3,2,0,1,0
43,Travel_Rarely,956,Research & Development,15,3,Life Sciences,1,836,4,Male,100,3,2,Manufacturing Director,1,Married,5188,12101,1,Y,No,17,3,4,80,1,11,3,1,10,8,8,9
39,Travel_Frequently,471,Research & Development,9,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6728,4284,2,Y,No,7,3,1,80,1,14,3,2,5,3,2,3
35,Travel_Frequently,737,Research & Development,16,4,Life Sciences,1,838,1,Female,105,2,1,Research Scientist,5,Single,2681,8721,1,Y,Yes,5,3,3,80,0,7,3,3,6,2,2,4
44,Travel_Rarely,766,Research & Development,7,2,Life Sciences,1,843,4,Male,122,3,4,Research Director,1,Married,21106,6760,6,Y,No,23,5,4,80,1,23,3,3,5,1,2,1
28,Travel_Rarely,269,Research & Development,8,1,Technical Degree,1,844,1,Male,42,2,3,Research Director,2,Divorced,13705,8842,1,Y,Yes,7,2,1,80,1,10,0,4,10,8,1,9
36,Travel_Rarely,950,Research & Development,7,3,Other,1,845,1,Male,59,3,3,Manufacturing Director,3,Single,10936,18869,3,Y,No,7,2,1,80,0,18,3,4,9,5,2,7
29,Travel_Rarely,836,Sales,1,4,Marketing,1,846,4,Female,89,3,2,Sales Executive,2,Divorced,5018,4068,1,Y,Yes,5,3,1,80,0,9,2,3,9,7,8,6
35,Travel_Rarely,912,Human Resources,3,2,Human Resources,1,847,3,Male,97,3,1,Human Resources,2,Married,3924,2467,0,Y,No,5,3,1,80,1,5,1,0,4,2,1,3
28,Non-Travel,465,Research & Development,3,3,Medical,1,850,4,Male,53,3,1,Research Scientist,5,Married,1962,17400,1,Y,No,15,2,1,80,3,1,3,2,1,0,1,1
52,Travel_Rarely,1351,Sales,13,4,Marketing,1,851,4,Female,68,3,4,Manager,1,Married,18753,5734,2,Y,Yes,15,3,3,80,1,30,5,2,21,6,5,18
45,Travel_Rarely,641,Research & Development,4,3,Medical,1,852,2,Male,51,3,2,Healthcare Representative,2,Single,6230,5327,9,Y,No,5,4,1,80,0,11,2,2,6,2,3,4
26,Travel_Rarely,184,Research & Development,2,1,Medical,1,854,1,Male,67,4,1,Research Scientist,0,Single,4006,22173,7,Y,No,17,4,4,80,0,7,6,1,5,3,1,2
34,Travel_Rarely,615,Sales,1,3,Medical,1,855,4,Male,50,1,2,Sales Executive,1,Divorced,4602,22907,1,Y,No,14,3,1,80,1,10,8,4,10,8,1,9
36,Travel_Rarely,1477,Research & Development,27,1,Medical,1,856,3,Female,58,2,1,Research Scientist,1,Single,2943,19637,1,Y,No,15,3,1,80,0,7,3,2,7,5,2,0
37,Travel_Rarely,1299,Sales,1,2,Life Sciences,1,857,1,Male,78,3,4,Sales Executive,2,Married,6511,3952,1,Y,Yes,5,2,2,80,2,19,1,1,19,14,5,12
33,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,1,2,Sales Executive,3,Divorced,4887,9250,2,Y,No,11,3,3,80,1,9,3,1,6,2,1,4
31,Travel_Frequently,1063,Research & Development,8,4,Life Sciences,1,861,4,Male,79,2,1,Research Scientist,5,Married,4325,2492,9,Y,No,15,2,1,80,1,11,6,2,6,4,1,4
54,Travel_Rarely,678,Sales,7,2,Marketing,1,862,4,Female,80,2,3,Sales Executive,2,Married,12793,21233,7,Y,No,17,3,2,80,1,36,4,1,6,2,1,5
46,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,11299,19239,4,Y,Yes,5,2,2,80,1,19,2,3,6,4,1,0
33,Travel_Rarely,654,Research & Development,6,2,Medical,1,865,4,Female,93,4,2,Research Scientist,4,Divorced,6055,22716,5,Y,No,17,2,4,80,1,10,3,1,6,3,2,0
53,Travel_Frequently,979,Research & Development,19,4,Medical,1,867,4,Female,89,2,4,Manufacturing Director,1,Married,16176,20931,3,Y,Yes,17,4,1,80,0,32,0,3,10,8,1,1
38,Travel_Rarely,342,Sales,16,4,Marketing,1,868,2,Male,66,2,2,Sales Executive,3,Divorced,7031,24558,4,Y,No,11,2,4,80,2,10,2,3,2,0,1,1
29,Travel_Rarely,1052,Human Resources,8,2,Medical,1,869,2,Male,57,1,1,Human Resources,2,Divorced,5479,21569,1,Y,No,11,2,4,80,1,7,6,3,6,1,1,5
23,Travel_Rarely,1722,Research & Development,2,2,Life Sciences,1,872,4,Male,46,2,2,Manufacturing Director,2,Divorced,5014,26804,6,Y,No,5,2,3,80,3,5,-1,1,3,2,3,3
45,Travel_Rarely,1011,Research & Development,8,4,Life Sciences,1,874,1,Male,64,4,1,Laboratory Technician,1,Married,3297,5170,2,Y,Yes,17,2,4,80,1,11,2,2,4,2,1,3
43,Travel_Frequently,1398,Research & Development,2,1,Medical,1,875,1,Male,39,3,1,Research Scientist,1,Single,2867,9975,5,Y,No,14,4,5,80,0,9,1,3,3,1,3,3
37,Travel_Rarely,1342,Human Resources,8,3,Life Sciences,1,878,1,Male,81,2,1,Human Resources,0,Married,2459,9067,0,Y,No,5,3,3,80,0,7,3,1,6,4,1,4
26,Travel_Rarely,155,Sales,5,1,Other,1,879,1,Male,108,3,2,Sales Executive,1,Divorced,4823,15799,1,Y,No,15,3,2,80,0,6,3,3,6,3,1,4
36,Travel_Rarely,850,Research & Development,7,3,Life Sciences,1,880,4,Female,92,2,5,Manufacturing Director,4,Married,12822,32840,1,Y,Yes,20,5,2,80,1,18,2,3,18,14,6,16
33,Non-Travel,360,Research & Development,2,3,Life Sciences,1,882,4,Male,73,3,1,Laboratory Technician,2,Divorced,2430,10978,0,Y,No,5,2,4,80,2,5,2,1,4,0,1,3
26,Travel_Rarely,641,Sales,4,1,Marketing,1,885,1,Male,96,2,2,Sales Executive,1,Married,4894,19969,1,Y,Yes,15,4,4,80,0,6,3,4,6,2,1,4
50,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,1,Female,36,3,1,Research Scientist,1,Divorced,3974,10554,2,Y,No,11,3,2,80,1,8,2,1,5,2,1,3
25,Non-Travel,1332,Research & Development,4,1,Life Sciences,1,888,1,Male,48,2,1,Laboratory Technician,2,Married,3636,11317,0,Y,No,15,3,1,80,0,7,5,2,6,2,4,5
33,Travel_Frequently,379,Sales,3,2,Life Sciences,1,889,1,Male,48,1,2,Sales Executive,1,Married,7242,8891,1,Y,No,11,3,4,80,1,11,3,3,11,8,6,0
39,Travel_Rarely,356,Sales,9,3,Marketing,1,893,2,Male,88,2,1,Sales Representative,2,Married,3044,10892,0,Y,Yes,5,3,4,80,1,4,3,1,3,2,2,3
43,Travel_Rarely,1392,Research & Development,3,3,Life Sciences,1,894,1,Female,105,4,2,Laboratory Technician,2,Married,5963,26099,2,Y,Yes,14,4,1,80,1,18,-2,2,6,3,2,4
32,Travel_Rarely,1283,Research & Development,22,4,Life Sciences,1,895,1,Male,50,1,1,Research Scientist,1,Married,2709,15615,3,Y,Yes,15,4,4,80,1,9,4,3,7,4,1,3
54,Travel_Rarely,890,Sales,8,3,Marketing,1,897,0,Male,75,3,4,Sales Executive,5,Married,13848,23359,5,Y,No,17,3,1,80,1,29,6,3,3,0,3,3
36,Travel_Rarely,689,Research & Development,19,3,Technical Degree,1,899,5,Male,80,1,3,Manufacturing Director,4,Married,12757,9357,3,Y,No,17,2,1,80,0,17,0,1,14,10,5,0
38,Travel_Frequently,1723,Sales,16,2,Medical,1,900,4,Female,76,1,2,Manager,4,Married,3657,29711,5,Y,No,23,5,4,80,1,11,6,3,6,0,0,1
54,Travel_Rarely,92,Research & Development,23,4,Life Sciences,1,901,2,Female,65,3,4,Research Director,4,Single,14989,18185,6,Y,No,5,3,1,80,0,34,3,1,13,9,4,9
44,Travel_Frequently,464,Research & Development,1,3,Life Sciences,1,902,2,Female,36,3,2,Healthcare Representative,4,Married,6508,23960,4,Y,Yes,17,2,1,80,1,13,2,2,6,2,3,3
48,Travel_Rarely,261,Sales,2,2,Marketing,1,903,3,Female,37,1,2,Sales Executive,2,Married,5308,18672,0,Y,Yes,17,2,1,80,1,9,4,3,8,6,8,8
38,Non-Travel,1377,Sales,19,2,Medical,1,904,1,Male,35,3,3,Sales Executive,1,Single,8024,5295,1,Y,Yes,5,3,5,80,0,11,0,3,11,0,1,10
51,Non-Travel,903,Research & Development,2,4,Life Sciences,1,905,4,Male,100,1,4,Manager,0,Divorced,20971,4658,1,Y,No,17,2,5,80,1,32,2,3,32,6,15,8
40,Travel_Rarely,1245,Human Resources,4,3,Life Sciences,1,909,4,Female,38,2,2,Human Resources,4,Married,5568,7011,8,Y,No,7,3,1,80,2,14,2,3,6,4,1,5
34,Travel_Rarely,1505,Human Resources,3,2,Human Resources,1,910,4,Male,80,4,1,Human Resources,4,Divorced,2801,31710,3,Y,Yes,23,5,1,80,1,8,7,4,5,3,1,4
30,Travel_Rarely,1303,Research & Development,4,1,Medical,1,912,1,Female,74,1,1,Laboratory Technician,4,Divorced,3114,7265,6,Y,No,23,4,4,80,3,9,8,1,5,3,1,4
45,Travel_Rarely,694,Research & Development,9,2,Life Sciences,1,913,4,Male,64,3,1,Research Scientist,4,Married,2917,7883,1,Y,Yes,14,4,2,80,0,9,1,3,9,7,8,2
29,Travel_Rarely,842,Sales,5,4,Medical,1,916,1,Male,100,3,2,Sales Executive,5,Single,5742,24858,1,Y,Yes,17,3,4,80,0,5,0,1,5,2,1,3
44,Travel_Rarely,159,Research & Development,8,3,Life Sciences,1,920,1,Female,50,3,2,Manufacturing Director,1,Divorced,5289,21433,4,Y,No,11,2,3,80,1,5,1,4,2,0,1,1
37,Travel_Rarely,1496,Research & Development,14,1,Life Sciences,1,924,4,Male,71,3,2,Healthcare Representative,4,Married,6915,5062,0,Y,Yes,5,4,1,80,1,18,4,2,17,8,5,12
48,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Married,3459,13137,1,Y,Yes,5,3,1,80,0,4,3,4,4,2,2,3
29,Travel_Rarely,1045,Research & Development,14,3,Medical,1,930,1,Female,81,3,1,Research Scientist,1,Divorced,2710,10326,5,Y,No,14,4,1,80,1,7,2,1,3,2,3,3
28,Travel_Rarely,633,Research & Development,2,3,Life Sciences,1,933,1,Female,78,3,1,Research Scientist,3,Single,2434,18253,1,Y,No,5,3,1,80,0,2,0,3,2,1,1,1
35,Travel_Rarely,601,Research & Development,8,3,Life Sciences,1,934,4,Male,91,3,1,Laboratory Technician,1,Divorced,2349,7586,1,Y,No,17,4,1,80,2,2,6,3,2,0,2,0
43,Travel_Rarely,508,Sales,14,2,Medical,1,936,4,Female,75,2,2,Sales Executive,1,Single,7118,8606,7,Y,No,14,3,1,80,0,11,6,1,6,4,1,4
34,Travel_Rarely,1228,Research & Development,2,4,Other,1,939,1,Male,102,2,1,Research Scientist,0,Single,3275,3422,3,Y,Yes,17,2,1,80,0,7,4,3,4,2,1,3
59,Travel_Rarely,1399,Research & Development,5,3,Technical Degree,1,940,1,Female,41,2,3,Healthcare Representative,2,Divorced,12346,10181,2,Y,No,17,2,5,80,1,25,3,3,7,0,1,0
32,Travel_Rarely,169,Sales,11,4,Life Sciences,1,941,4,Male,45,2,1,Sales Representative,1,Married,2445,12911,3,Y,No,5,4,2,80,0,14,2,4,8,7,6,3
36,Travel_Rarely,1478,Research & Development,21,1,Life Sciences,1,942,2,Female,66,3,2,Healthcare Representative,2,Married,4215,24921,1,Y,Yes,5,4,4,80,1,11,5,0,11,6,1,8
50,Travel_Rarely,540,Research & Development,8,2,Other,1,944,4,Female,52,3,3,Laboratory Technician,4,Divorced,8662,23039,4,Y,No,17,3,3,80,1,30,3,2,27,9,2,8
49,Travel_Rarely,1616,Research & Development,20,4,Medical,1,945,5,Male,56,3,1,Research Scientist,1,Married,2372,6097,4,Y,No,5,3,4,80,2,14,5,2,1,0,1,0
32,Non-Travel,1218,Sales,20,2,Marketing,1,947,5,Female,46,3,2,Sales Executive,1,Married,7279,25016,1,Y,Yes,5,3,2,80,1,10,1,2,10,8,1,1
37,Travel_Rarely,197,Research & Development,7,4,Other,1,949,1,Male,68,3,1,Research Scientist,5,Single,5380,24458,2,Y,No,15,2,4,80,0,9,9,3,7,2,1,2
39,Travel_Rarely,1400,Research & Development,2,3,Technical Degree,1,950,1,Female,84,1,3,Research Director,1,Married,14261,17107,1,Y,No,5,3,1,80,1,16,6,3,16,12,6,12
33,Non-Travel,1184,Research & Development,2,3,Life Sciences,1,951,1,Female,70,2,1,Laboratory Technician,1,Married,2495,3974,6,Y,No,7,2,3,80,0,6,3,3,4,0,1,3
41,Travel_Rarely,921,Sales,10,4,Marketing,1,954,1,Male,94,2,3,Sales Executive,1,Divorced,10190,28913,2,Y,No,5,4,3,80,2,12,5,2,2,0,1,1
27,Travel_Frequently,1411,Sales,1,3,Medical,1,956,1,Male,57,4,2,Sales Executive,1,Single,4938,12263,1,Y,No,15,4,2,80,0,8,5,3,8,7,1,8
42,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,3,Male,59,1,1,Laboratory Technician,1,Single,4957,3119,2,Y,Yes,5,2,1,80,0,21,3,3,19,13,3,18
37,Travel_Rarely,844,Research & Development,3,4,Medical,1,958,3,Male,71,3,1,Laboratory Technician,2,Single,2645,11058,4,Y,No,5,3,1,80,0,17,6,3,12,8,4,10
32,Travel_Rarely,631,Research & Development,9,3,Medical,1,961,2,Female,42,3,2,Healthcare Representative,4,Married,6148,17803,0,Y,Yes,5,2,4,80,2,11,2,0,10,7,9,6
41,Travel_Frequently,1542,Research & Development,9,4,Medical,1,964,5,Male,37,3,1,Research Scientist,1,Divorced,4232,26316,8,Y,Yes,17,2,4,80,1,4,1,3,2,1,1,0
33,Travel_Rarely,523,Research & Development,3,4,Medical,1,966,1,Female,98,3,2,Manufacturing Director,1,Married,7868,14232,1,Y,No,17,3,1,80,1,9,4,4,9,7,7,4
34,Travel_Rarely,1096,Research & Development,1,3,Life Sciences,1,969,1,Female,43,2,2,Healthcare Representative,5,Single,7296,12598,0,Y,No,5,3,1,80,0,7,6,1,6,0,2,5
46,Non-Travel,825,Research & Development,3,2,Life Sciences,1,972,1,Male,58,3,2,Laboratory Technician,4,Married,5203,23742,1,Y,No,17,3,2,80,0,10,4,2,10,7,1,9
30,Travel_Frequently,1439,Sales,10,3,Technical Degree,1,974,4,Female,86,1,1,Sales Representative,5,Married,2265,18658,1,Y,No,5,2,1,80,1,4,5,3,4,1,1,3
36,Travel_Rarely,1249,Sales,14,3,Medical,1,975,1,Female,88,3,2,Sales Executive,3,Married,5291,6333,1,Y,No,15,3,1,80,0,6,3,3,6,2,2,1
53,Travel_Rarely,1474,Research & Development,2,2,Life Sciences,1,976,4,Male,98,3,4,Manager,4,Married,21032,19361,2,Y,No,23,5,1,80,1,27,4,2,10,8,8,9
54,Travel_Rarely,1445,Sales,2,2,Medical,1,981,1,Male,47,1,4,Manager,3,Divorced,16931,14635,6,Y,No,14,4,4,80,1,23,6,4,18,13,16,3
31,Travel_Rarely,254,Sales,8,2,Other,1,982,4,Male,68,3,3,Sales Executive,1,Divorced,8499,10975,5,Y,No,17,3,0,80,1,11,2,4,9,4,8,8
39,Non-Travel,182,Sales,10,3,Technical Degree,1,983,1,Female,102,3,4,Sales Executive,2,Single,6969,23879,1,Y,Yes,23,4,3,80,0,7,4,4,6,3,2,4
36,Travel_Rarely,926,Sales,2,4,Life Sciences,1,984,2,Male,97,1,3,Sales Executive,5,Divorced,8214,7153,6,Y,No,5,2,2,80,1,13,3,1,11,9,1,9
40,Travel_Rarely,948,Sales,2,5,Life Sciences,1,985,4,Male,43,4,3,Sales Executive,4,Single,9062,2688,0,Y,No,15,2,5,80,0,10,1,3,9,7,1,8
48,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,1,Male,64,1,2,Manufacturing Director,3,Married,5422,6759,1,Y,Yes,7,2,1,80,0,21,1,1,20,10,3,0
37,Non-Travel,1106,Sales,8,4,Technical Degree,1,990,1,Male,76,1,2,Sales Executive,2,Married,5333,23357,4,Y,No,5,2,2,80,2,13,3,3,8,7,1,8
34,Non-Travel,740,Sales,26,3,Life Sciences,1,992,5,Male,39,3,4,Manager,4,Single,19886,21001,1,Y,No,14,4,5,80,0,11,5,3,11,8,7,1
34,Travel_Rarely,473,Research & Development,10,1,Life Sciences,1,995,4,Female,54,4,1,Research Scientist,4,Single,4039,17672,3,Y,No,17,4,1,80,0,6,3,3,4,2,1,3
46,Travel_Rarely,1071,Research & Development,1,4,Medical,1,996,1,Female,100,3,1,Laboratory Technician,4,Divorced,2656,12106,3,Y,No,17,2,4,80,2,9,1,3,6,3,1,0
51,Travel_Rarely,1464,Research & Development,1,2,Medical,1,997,2,Male,86,3,4,Research Director,4,Divorced,18269,8600,9,Y,No,5,4,4,80,2,33,2,2,6,4,2,4
34,Travel_Frequently,910,Research & Development,1,4,Other,1,998,1,Female,92,1,2,Healthcare Representative,2,Married,5762,22177,1,Y,No,5,3,4,80,1,7,0,3,7,5,2,3
42,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,1,Male,64,3,5,Research Director,1,Married,20390,3735,2,Y,No,5,2,1,80,1,22,2,4,19,16,1,12
28,Travel_Rarely,1191,Research & Development,16,4,Technical Degree,1,1001,1,Female,39,3,1,Laboratory Technician,2,Divorced,3289,12690,9,Y,No,17,3,1,80,1,5,2,4,3,2,3,3
46,Non-Travel,223,Research & Development,46,2,Life Sciences,1,1002,2,Male,38,4,2,Laboratory Technician,1,Married,4033,12635,1,Y,Yes,11,2,1,80,1,10,-1,3,10,8,1,9
48,Travel_Rarely,1003,Sales,4,2,Life Sciences,1,1003,5,Female,87,3,2,Sales Executive,2,Single,4371,9000,1,Y,Yes,5,3,3,80,0,10,1,3,10,0,1,8
51,Travel_Rarely,845,Research & Development,24,3,Life Sciences,1,1005,4,Male,86,4,4,Manufacturing Director,1,Married,14672,3745,3,Y,Yes,5,3,3,80,1,23,5,4,13,11,2,6
39,Travel_Frequently,1530,Research & Development,5,1,Medical,1,1006,4,Male,73,3,1,Research Scientist,4,Divorced,3060,13340,0,Y,No,14,4,2,80,1,4,0,2,3,1,1,3
47,Travel_Rarely,509,Research & Development,11,2,Medical,1,1007,4,Male,68,3,3,Manufacturing Director,3,Divorced,12038,21787,6,Y,No,11,2,2,80,1,14,3,3,9,7,1,0
25,Travel_Rarely,1447,Research & Development,17,1,Medical,1,1009,4,Female,49,2,2,Manufacturing Director,1,Divorced,5252,28940,1,Y,No,20,2,1,80,2,6,4,3,5,2,4,3
32,Travel_Frequently,1024,Research & Development,1,1,Life Sciences,1,1011,3,Female,115,3,2,Manufacturing Director,1,Married,4978,13530,1,Y,No,20,2,1,80,1,5,3,3,5,3,1,4
19,Non-Travel,373,Research & Development,5,2,Life Sciences,1,1012,1,Male,95,3,3,Research Director,2,Single,1293,17541,1,Y,No,23,4,4,80,0,1,0,3,1,0,0,1
55,Travel_Rarely,1513,Research & Development,34,3,Technical Degree,1,1013,4,Female,59,3,3,Manufacturing Director,1,Married,12565,14640,8,Y,No,17,2,1,80,1,23,2,3,11,7,1,9
36,Travel_Rarely,641,Research & Development,19,4,Medical,1,1014,4,Female,63,3,3,Healthcare Representative,3,Divorced,12154,7673,1,Y,Yes,17,4,4,80,1,17,3,2,17,10,11,2
31,Travel_Rarely,161,Research & Development,8,2,Life Sciences,1,1015,1,Female,77,4,3,Research Director,1,Married,13128,18692,0,Y,Yes,15,2,1,80,3,10,3,2,9,7,2,8
27,Travel_Rarely,1492,Research & Development,2,2,Medical,1,1018,4,Male,45,4,2,Manufacturing Director,4,Married,6566,4668,1,Y,No,20,5,1,80,0,9,2,3,9,7,2,4
23,Travel_Rarely,282,Research & Development,8,1,Life Sciences,1,1019,4,Male,122,1,1,Laboratory Technician,1,Married,2941,8945,1,Y,No,20,2,3,80,2,5,4,1,5,3,2,2
49,Travel_Rarely,291,Research & Development,5,3,Life Sciences,1,1022,1,Male,102,4,2,Healthcare Representative,1,Single,4452,13775,2,Y,No,5,3,4,80,0,20,1,3,3,2,3,3
49,Travel_Rarely,1491,Research & Development,2,4,Life Sciences,1,1024,3,Male,86,2,3,Healthcare Representative,1,Single,12539,24470,7,Y,No,14,3,4,80,0,28,3,1,16,11,5,9
42,Travel_Rarely,576,Research & Development,5,2,Medical,1,1025,5,Female,44,3,2,Manufacturing Director,3,Single,5753,24540,6,Y,No,15,3,1,80,0,9,7,3,3,2,3,0
40,Travel_Rarely,513,Research & Development,1,1,Life Sciences,1,1026,5,Female,72,2,4,Manufacturing Director,2,Married,14526,7766,1,Y,No,14,3,1,80,1,22,3,3,22,6,12,0
28,Travel_Rarely,1372,Research & Development,2,4,Life Sciences,1,1027,2,Female,61,1,2,Manufacturing Director,4,Married,5199,6055,0,Y,No,23,5,4,80,2,5,2,1,4,2,3,3
36,Travel_Rarely,1123,Research & Development,10,3,Other,1,1028,1,Male,63,1,1,Laboratory Technician,4,Divorced,4700,13357,1,Y,No,20,5,1,80,2,4,3,1,4,2,2,0
43,Travel_Rarely,239,Sales,4,2,Marketing,1,1029,4,Male,81,3,5,Manager,3,Married,19584,6993,6,Y,No,7,2,1,80,0,22,3,4,2,0,1,1
51,Travel_Rarely,1045,Research & Development,9,3,Life Sciences,1,1030,2,Male,83,3,1,Laboratory Technician,4,Married,2499,26215,4,Y,No,5,5,2,80,0,9,2,1,2,0,1,1
60,Travel_Rarely,751,Research & Development,2,3,Life Sciences,1,1032,1,Female,72,2,4,Manufacturing Director,2,Single,16059,22920,3,Y,Yes,17,3,1,80,0,31,4,3,6,3,5,4
56,Travel_Frequently,142,Research & Development,27,4,Medical,1,1034,1,Male,65,3,2,Healthcare Representative,4,Married,7470,13642,3,Y,Yes,17,2,5,80,2,18,4,4,9,7,7,8
42,Non-Travel,222,Research & Development,7,1,Life Sciences,1,1035,1,Female,50,1,5,Research Director,3,Divorced,21371,18256,1,Y,No,7,2,1,80,2,22,2,3,22,16,6,0
39,Travel_Rarely,1346,Sales,3,4,Life Sciences,1,1036,3,Male,55,1,4,Sales Executive,4,Married,8439,6475,8,Y,Yes,23,2,3,80,0,20,4,3,2,0,1,1
45,Travel_Rarely,1520,Sales,28,3,Medical,1,1039,1,Female,56,5,4,Sales Executive,2,Divorced,15318,12324,3,Y,Yes,15,4,4,80,1,24,2,3,13,11,12,12
51,Non-Travel,149,Sales,1,3,Life Sciences,1,1040,5,Female,97,3,2,Sales Executive,4,Married,7426,25543,0,Y,Yes,17,3,4,80,1,20,3,3,19,7,1,14
40,Travel_Frequently,1229,Research & Development,17,3,Medical,1,1043,4,Female,107,3,5,Manufacturing Director,1,Single,13165,6608,1,Y,Yes,21,5,1,80,0,22,2,3,22,6,3,9
34,Non-Travel,934,Sales,8,1,Life Sciences,1,1044,1,Female,79,2,1,Sales Representative,2,Single,2459,19293,0,Y,No,5,3,4,80,0,4,2,1,3,2,3,3
46,Travel_Rarely,1265,Sales,11,2,Life Sciences,1,1045,1,Female,92,3,4,Manager,5,Married,18533,5539,3,Y,Yes,5,4,2,80,1,27,7,1,10,3,2,2
33,Non-Travel,1442,Research & Development,29,4,Medical,1,1046,2,Female,90,4,1,Laboratory Technician,4,Single,4951,14476,9,Y,No,23,4,4,80,0,11,3,3,9,7,8,8
35,Travel_Rarely,227,Sales,1,4,Marketing,1,1047,1,Male,79,4,2,Sales Executive,1,Divorced,11184,12892,0,Y,No,15,4,1,80,1,17,5,1,16,1,1,10
60,Travel_Rarely,1143,Sales,2,2,Technical Degree,1,1048,4,Male,69,4,3,Manager,5,Married,13690,11590,3,Y,No,15,2,1,80,1,15,1,1,7,4,1,0
46,Travel_Rarely,808,Human Resources,24,4,Medical,1,1049,1,Male,37,3,1,Human Resources,1,Single,2286,8526,1,Y,No,5,3,1,80,0,7,6,3,7,3,1,5
54,Travel_Frequently,112,Sales,2,3,Marketing,1,1050,3,Female,34,1,3,Sales Executive,1,Married,7901,21183,2,Y,Yes,5,2,1,80,1,31,4,3,16,7,7,13
35,Travel_Rarely,1366,Sales,5,4,Life Sciences,1,1055,4,Female,89,3,1,Sales Representative,3,Divorced,2331,18870,1,Y,Yes,5,3,4,80,1,2,1,3,2,1,1,1
29,Travel_Rarely,1173,Sales,5,1,Medical,1,1056,5,Male,76,3,1,Sales Representative,2,Married,1231,23969,1,Y,No,17,3,2,80,0,2,5,4,2,0,1,1
39,Travel_Frequently,1305,Research & Development,3,4,Other,1,1060,1,Male,48,1,1,Research Scientist,4,Married,3301,3297,3,Y,No,17,2,4,80,1,9,4,3,3,2,3,3
51,Travel_Rarely,1610,Research & Development,2,4,Medical,1,1061,1,Male,68,1,5,Research Director,1,Married,22123,14138,2,Y,Yes,15,3,4,80,1,30,2,2,9,1,8,8
38,Travel_Rarely,161,Research & Development,3,3,Other,1,1062,4,Female,46,4,2,Healthcare Representative,2,Single,5052,18002,3,Y,No,23,5,1,80,0,9,3,2,5,3,1,2
41,Travel_Rarely,270,Sales,13,3,Marketing,1,1066,1,Male,67,3,2,Sales Executive,1,Married,9320,19995,1,Y,No,11,3,1,80,1,9,6,2,8,7,8,6
27,Travel_Frequently,829,Research & Development,1,1,Medical,1,1068,1,Female,59,2,1,Research Scientist,1,Divorced,2228,22739,1,Y,Yes,11,3,1,80,2,6,5,3,6,3,2,4
47,Travel_Rarely,516,Research & Development,1,4,Medical,1,1069,4,Male,48,3,5,Research Director,4,Divorced,23552,25734,9,Y,No,20,5,4,80,2,24,3,3,3,2,3,3
55,Travel_Rarely,1109,Sales,2,4,Life Sciences,1,1070,1,Female,42,2,3,Sales Executive,4,Married,12503,8602,6,Y,No,17,4,2,80,1,14,1,3,10,4,8,1
57,Travel_Frequently,1736,Research & Development,9,3,Medical,1,1071,1,Female,88,3,3,Research Director,1,Married,3560,17016,2,Y,No,21,2,3,80,1,19,7,3,6,0,0,0
37,Travel_Rarely,836,Research & Development,6,5,Medical,1,1073,1,Female,54,2,3,Manufacturing Director,4,Single,10098,16452,0,Y,No,14,3,1,80,0,16,3,1,15,8,8,9
56,Non-Travel,488,Research & Development,2,1,Medical,1,1074,3,Male,44,2,4,Manager,4,Single,19605,19055,7,Y,Yes,17,3,2,80,0,32,3,4,10,7,7,3
44,Travel_Rarely,415,Sales,25,3,Medical,1,1076,1,Male,79,2,3,Sales Executive,3,Divorced,11338,5268,5,Y,No,5,2,2,80,1,19,5,3,2,0,1,1
47,Travel_Rarely,903,Research & Development,8,4,Life Sciences,1,1080,3,Female,67,4,2,Research Scientist,1,Divorced,4846,18926,8,Y,Yes,5,3,1,80,3,20,2,3,17,13,2,8
27,Travel_Rarely,250,Research & Development,1,2,Medical,1,1083,2,Male,77,1,1,Laboratory Technician,3,Married,4153,14483,1,Y,Yes,5,5,2,80,3,7,2,3,6,3,2,4
31,Travel_Rarely,1235,Research & Development,15,3,Other,1,1084,4,Male,89,3,2,Manufacturing Director,1,Married,11451,9551,0,Y,No,15,3,4,80,1,8,2,2,7,2,1,3
