EmployeeNumber,Attrition,Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,RatioYearsPerCompany,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender,OverTime
1011,0,31,1,4148,12,1,2,4,3,0,3,2,1,3,3,2,1,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1012,0,18,5,1051,15,2,0,0,0,0,0,0,2,2,3,1,4,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1013,0,54,17,10739,11,2,2.444444444,10,7,0,8,1,3,3,3,3,3,3,3,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1014,0,35,25,10388,11,3,8,16,10,10,1,1,4,3,3,3,3,3,3,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1015,0,30,8,11416,12,4,9,8,7,1,7,1,2,2,4,3,1,3,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1016,1,20,11,2600,15,2,0.5,1,0,0,0,1,3,4,2,1,1,3,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1017,1,30,5,2422,17,3,4,3,2,1,2,2,3,2,3,1,2,3,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1018,0,26,2,5472,12,2,4,8,7,1,3,1,2,4,4,2,4,3,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1019,0,22,8,2451,15,3,2,4,3,1,1,1,1,2,1,1,1,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1022,0,48,6,4240,13,0,6.333333333,2,2,2,2,1,3,1,2,2,3,3,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,0,48,4,10999,14,3,3.375,15,11,4,8,1,4,3,2,3,3,3,2,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1025,0,41,7,5003,14,6,1.142857143,2,2,2,1,1,2,4,3,2,3,3,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1026,0,39,1,12742,16,3,10.5,21,6,11,8,1,1,4,2,4,4,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1027,0,27,2,4227,18,2,4,3,2,2,2,1,4,1,3,2,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1028,0,35,10,3917,20,4,1.5,3,2,1,2,1,3,2,3,1,4,4,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1029,0,42,5,18303,13,3,3,1,0,0,0,1,2,4,3,5,3,3,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1030,0,50,9,2380,18,5,1.6,1,0,0,0,1,3,1,3,1,4,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1032,0,59,2,13726,13,4,7.5,5,3,4,3,1,3,3,2,4,4,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1033,1,37,11,4777,15,2,2.5,1,0,0,0,1,2,1,1,2,2,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1034,0,55,18,6385,14,3,4.25,8,7,6,7,2,4,3,3,2,2,3,4,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1035,0,41,7,19973,22,3,10.5,21,16,5,10,0,1,2,1,5,3,4,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1036,0,38,3,6861,12,1,2.111111111,1,0,0,0,1,4,2,3,2,4,3,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1037,1,26,29,4969,18,6,0.777777778,2,2,2,2,0,2,2,1,2,1,3,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1038,1,52,2,19845,15,3,16.5,32,14,6,9,1,1,1,1,5,4,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1039,0,44,28,13320,18,2,5.75,12,11,11,11,1,3,4,4,4,4,3,3,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1040,0,50,1,6347,12,3,19,18,7,0,13,0,3,4,3,2,3,3,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1042,1,36,16,2743,16,1,9,17,13,15,14,1,4,3,4,1,1,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1043,0,39,22,10880,13,2,10.5,21,6,2,8,2,3,4,3,3,1,3,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1044,0,33,8,2342,19,2,3,2,2,2,2,0,1,2,2,1,4,3,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1045,0,45,11,17650,13,4,6.5,9,3,1,1,1,2,4,3,4,4,3,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1046,0,32,29,4025,12,2,1,8,7,7,7,0,4,4,3,1,3,3,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1047,0,34,1,9725,11,2,16,15,1,0,9,1,4,2,4,2,4,3,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1048,0,59,1,11904,14,1,3.5,6,4,0,4,1,2,2,3,3,4,3,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1049,0,45,24,2177,16,3,3,6,3,0,4,1,4,2,3,1,2,3,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1050,0,53,2,7525,12,2,10,15,7,6,12,2,3,3,2,3,2,3,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1052,1,36,15,4834,14,3,1.125,1,0,0,0,1,3,1,3,2,3,3,2,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1053,1,26,2,2042,14,2,0.857142857,3,2,1,2,2,3,1,3,1,1,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1055,0,34,10,2220,19,2,0.5,1,1,0,0,1,4,3,3,1,3,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1056,0,28,10,1052,22,5,0.5,1,0,0,0,1,1,4,3,1,2,4,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1060,0,38,3,2821,16,2,2,2,2,2,2,2,4,3,3,1,3,3,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1061,0,50,2,19237,11,2,9.666666667,8,1,7,7,1,4,2,3,5,3,3,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1062,0,37,3,4107,15,3,2,4,3,0,1,1,3,4,3,2,2,3,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1066,0,40,26,8396,14,3,4,7,7,7,5,1,3,3,3,2,1,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1068,0,26,1,2007,13,5,2.5,5,3,1,3,2,1,1,2,1,3,3,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1069,0,46,1,19627,17,0,2.3,2,2,2,2,1,4,4,3,5,4,3,4,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1070,0,54,2,10686,11,4,1.857142857,9,4,7,0,1,4,3,2,3,3,3,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1071,0,56,9,2942,19,4,6,5,4,0,3,2,3,1,3,1,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1073,0,36,12,8858,11,2,15,14,8,7,8,1,5,4,2,3,4,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1074,0,55,2,16756,15,3,3.875,9,7,6,2,0,1,3,2,4,1,3,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1076,0,43,25,10798,13,5,3,1,0,0,0,1,3,3,2,3,4,3,3,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1077,1,20,9,2323,14,3,1,2,2,0,2,2,3,4,3,1,4,3,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1079,1,21,10,1416,13,6,0.5,1,0,1,0,1,3,3,2,1,1,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1080,0,46,8,4615,23,2,2.111111111,16,13,1,7,1,4,4,2,2,1,4,1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1081,1,51,4,2461,12,2,1.8,10,0,2,7,1,4,1,3,1,3,3,3,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1082,1,28,24,8722,12,2,5,10,7,1,9,0,2,2,2,3,1,3,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1083,0,26,1,3955,16,2,3,5,3,1,3,1,2,1,2,1,1,3,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1084,0,30,20,9957,15,1,7,6,2,0,2,1,3,3,3,2,1,3,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1085,0,41,7,3376,13,3,5,10,6,0,8,1,2,2,4,1,3,3,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1088,0,38,17,8823,18,4,20,19,9,1,9,1,1,3,2,3,3,3,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1092,0,40,20,10322,20,6,2.8,11,10,11,1,1,4,1,3,3,4,4,4,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1094,0,27,8,4621,19,4,1.5,3,2,1,2,0,5,1,1,1,3,3,4,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1096,0,55,2,10976,18,4,5.75,3,2,1,2,2,1,4,3,3,2,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1097,0,28,10,3660,13,4,2.5,8,7,1,7,1,3,3,3,2,3,3,4,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1098,1,44,1,10482,14,1,2.4,20,6,3,6,1,2,2,2,3,1,3,4,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1099,0,33,5,7119,15,2,1.8,3,2,1,2,1,3,4,2,3,4,3,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1100,1,35,4,9582,22,2,9,8,7,4,7,1,3,4,3,3,1,4,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1101,1,33,29,4508,22,4,7,13,7,3,8,2,4,1,2,2,3,4,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1102,0,28,15,2207,16,5,2,4,2,2,2,1,2,1,3,1,3,3,4,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1103,0,34,3,7756,17,1,7,6,2,0,4,2,1,1,3,2,4,3,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1105,0,37,10,6694,14,5,2.666666667,1,0,0,0,1,4,4,2,2,4,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1106,1,25,4,3691,15,3,3.5,7,7,5,6,1,1,4,3,1,4,3,2,1,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1107,1,26,21,2377,20,0,0.5,1,1,0,0,1,3,1,3,1,3,4,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1108,1,33,25,2313,20,0,1,2,2,2,2,1,3,1,2,1,2,4,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1109,0,42,2,17665,17,3,23,22,6,13,7,1,2,4,3,4,1,3,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1111,1,28,1,2596,15,2,0.5,1,0,0,0,2,3,1,2,1,2,3,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1113,1,50,1,4728,14,4,1.25,0,0,0,0,2,4,4,3,2,3,3,4,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1114,0,33,7,4302,17,3,4,3,2,0,2,2,3,4,3,2,2,3,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1115,0,34,3,2979,17,2,1.5,0,0,0,0,0,4,3,2,1,4,3,4,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1116,0,48,1,16885,22,3,9,5,4,2,1,0,4,1,4,4,4,4,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1117,0,45,9,5593,13,2,7.5,15,10,4,12,0,4,2,2,2,3,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1118,0,52,7,10445,19,4,2.25,8,6,4,0,1,4,2,3,3,2,3,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1119,0,38,10,8740,14,2,9,8,7,2,7,1,4,3,2,3,3,3,2,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1120,0,29,28,2514,22,1,2.2,7,5,1,7,1,4,3,3,1,4,4,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1121,0,28,3,7655,17,3,10,9,7,1,7,1,3,4,3,3,2,3,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1124,0,46,3,17465,12,3,5.75,12,9,4,9,1,1,1,3,4,3,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1125,0,38,2,7351,16,2,1.25,1,0,0,0,1,2,4,3,3,2,3,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1126,0,43,27,10820,11,1,2,8,7,0,1,2,3,3,3,3,1,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1127,1,39,2,12169,11,4,2.625,18,7,11,5,2,3,1,3,4,4,3,4,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1128,0,40,14,19626,14,2,10.5,20,7,4,9,1,3,3,2,5,3,3,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1131,0,21,1,2070,11,6,1,2,2,2,2,1,1,4,2,1,2,3,3,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1132,0,39,9,6782,15,2,0.9,5,4,0,3,0,3,3,3,2,2,3,3,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1133,0,36,18,7779,20,0,6,11,9,0,9,0,4,1,3,2,4,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1135,0,31,20,2791,12,4,3,2,2,2,2,2,3,3,4,1,4,3,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1136,0,28,2,3201,17,2,6,5,3,0,4,1,1,1,2,1,2,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1137,0,35,11,4968,11,3,2.5,5,2,0,2,2,2,4,3,2,4,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1138,0,49,8,13120,17,3,3.142857143,9,8,2,3,1,4,4,2,4,2,3,2,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1140,0,34,2,4033,11,3,1.666666667,3,2,0,2,2,2,4,3,2,3,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1143,0,29,10,3291,14,2,8,7,5,1,1,2,3,4,3,1,2,3,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1148,0,42,29,4272,19,3,3.2,1,0,0,0,1,3,2,1,2,4,3,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1150,0,29,8,5056,15,2,5,10,7,1,2,1,1,2,2,2,4,3,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1152,0,38,1,2844,13,2,3.5,7,6,5,0,1,3,3,4,1,3,3,4,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1154,0,28,6,2703,14,2,1.5,3,1,0,2,2,3,3,2,1,3,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1156,1,18,8,1904,12,0,0,0,0,0,0,0,1,3,3,1,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1157,1,33,9,8224,17,3,6,5,2,0,3,1,4,1,3,2,1,3,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1158,0,41,12,4766,11,4,1.5,1,0,0,0,1,4,2,3,1,4,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1160,1,31,15,2610,12,5,1,2,2,2,2,2,3,3,3,1,3,3,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1161,0,37,25,5731,13,2,1.125,6,2,1,3,1,2,3,2,2,4,3,3,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1162,0,27,6,2539,13,0,2,4,2,2,2,1,3,4,2,1,3,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1163,0,34,9,5714,20,3,3,6,5,1,3,1,1,2,3,2,3,4,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1164,0,35,8,4323,17,2,3,5,4,1,4,1,4,3,3,1,3,3,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1165,1,29,23,7336,13,3,5.5,11,8,3,10,1,1,4,2,3,1,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1166,0,40,9,13499,17,3,2,18,7,2,13,2,4,2,3,3,3,3,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1167,1,42,12,13758,12,2,22,21,9,13,14,2,3,3,3,4,1,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1171,0,42,4,5155,13,3,1.125,6,4,1,5,1,4,2,3,2,1,3,4,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1172,0,35,1,2258,12,2,1.428571429,8,0,1,7,1,4,4,2,1,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1173,0,24,24,3597,22,2,0.666666667,4,3,1,2,1,3,4,3,1,2,4,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1175,1,28,12,2515,11,4,0.5,1,1,0,0,1,1,3,3,1,4,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1177,0,26,3,4420,22,2,4,8,7,0,7,1,4,1,4,1,4,4,2,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1179,0,30,10,6578,18,3,5,10,3,1,4,1,3,3,2,2,3,3,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1180,0,40,26,4422,13,3,4,1,1,0,0,2,2,3,2,2,4,3,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1182,0,35,2,10274,18,2,5,7,7,6,4,1,3,3,2,3,2,3,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1184,0,34,1,5343,20,3,14,13,9,4,9,2,3,4,2,2,1,4,3,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1185,0,35,4,2376,13,2,1,2,2,2,2,2,4,4,2,1,4,3,2,1,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1188,1,43,9,5346,13,2,0.777777778,4,3,1,3,1,3,1,1,2,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1190,0,32,2,2827,12,3,0.5,1,0,0,0,0,1,3,3,1,1,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1191,0,56,4,19943,13,2,5.6,5,2,4,2,1,4,4,3,5,1,3,4,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1192,0,29,6,3131,13,5,5,10,8,0,8,1,1,2,3,1,4,3,1,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1193,0,19,9,2552,25,4,0.5,1,1,0,0,1,2,3,3,1,1,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1195,0,45,7,4477,19,2,1.4,3,2,0,2,1,3,1,3,1,3,3,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1196,0,37,1,6474,13,2,7,14,8,3,11,1,3,4,2,2,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1198,0,20,3,3033,12,2,1,2,2,1,2,1,3,1,2,1,3,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1200,1,44,10,2936,11,4,3,6,4,0,2,1,4,3,3,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1201,0,53,7,18606,18,6,6.5,7,7,4,7,1,2,4,3,5,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1202,0,29,15,2168,18,2,6,5,4,1,3,1,1,2,1,1,4,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1203,1,22,3,2853,11,5,1,0,0,0,0,2,4,3,2,1,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1204,0,46,2,17048,23,2,3.111111111,26,15,15,9,1,3,3,3,4,1,4,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1206,0,44,17,2290,13,3,2,0,0,0,0,0,3,4,1,1,3,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1207,0,33,2,3600,13,2,2.5,5,4,1,4,1,3,2,3,1,3,3,4,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1210,1,41,5,2107,17,2,0.714285714,1,0,0,0,0,2,1,2,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1211,0,30,29,4115,19,3,0.888888889,4,3,0,3,1,4,3,3,2,1,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1212,0,40,2,4327,12,2,0.833333333,0,0,0,0,2,4,2,3,2,2,3,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1215,0,50,2,17856,22,3,10.66666667,2,2,2,2,2,3,4,3,4,1,4,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1216,0,28,19,3196,12,2,3,6,5,3,3,1,4,4,2,1,1,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1217,0,46,15,19081,11,2,4.166666667,4,2,0,3,1,2,4,3,5,2,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1218,0,35,17,8966,15,2,3.75,7,7,1,7,1,4,3,3,2,1,3,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
